"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)","Ch-2 (Hz)"
29.1756094803921,-3.75332195503815,-38.1348179399808
30.5648280888982,-4.32213523688853,-38.1381085858197
32.0201953872378,-4.89232782283127,-38.1257681432258
33.5448610950733,-5.6556260802023,-38.0668091221462
35.14212490834,-6.54316980627238,-38.0782666062105
36.815443640479,-7.58051690265573,-38.0751583667779
38.5684387037059,-8.90537150279357,-38.0668091221462
40.4049039465049,-10.6283685640697,-38.0751834692646
42.3288138643118,-12.7222665081931,-38.0351794727759
44.3443322011546,-15.9141434020483,-38.0326219954268
46.4558209608676,-20.7438532044286,-38.0164318520077
48.6678498473812,-24.3320562849823,-38.0991375001086
50.9852061545186,-23.7974147253549,-38.0714900000306
53.4129051267022,-17.7534605686005,-38.070855199399
55.9562008129931,-14.0583199159099,-38.0393724998815
58.6205974379534,-11.5226239354829,-38.0487122360903
61.4118613139415,-9.61062513458186,-38.0283306899912
64.3360333206193,-8.14031215512531,-38.0286153239419
67.3994419786816,-6.9751882276404,-38.035525135586
70.6087171460998,-6.00612791698238,-38.0462191565035
73.9708043665239,-5.21490822199673,-38.0355126415099
77.4929799008929,-4.53554976389327,-38.0531655272085
81.1828664747883,-3.954413975388,-38.0373119735366
85.0484497756082,-3.47173798438311,-38.0427822322269
89.0980957352678,-3.0544807531814,-38.0474543467115
93.3405686358281,-2.67172806748587,-38.0512986552508
97.7850500772385,-2.35192553354991,-38.0751801222622
102.441158848241,-2.07616677822276,-38.1361812368604
107.318971743446,-1.9263872354535,-38.2595454810536
112.429045371623,-1.609443345571,-38.2022383540741
117.782439002416,-1.50961687093066,-38.1940545275077
123.390738500919,-1.23067307511274,-38.1245200836961
129.266081401913,-1.11956410664288,-38.2985903793654
135.421183178035,-0.958692843013073,-38.1727362670827
141.869364758724,-0.891675641887998,-38.271243100082
148.624581359502,-0.78729268359525,-38.3190264686312
155.701452683984,-0.702746458824199,-38.186304698749
163.115294563976,-0.631930230109448,-38.2720981391592
170.882152106148,-0.562518373096106,-38.3229240224537
179.018834417,-0.50970769062498,-38.1821341853417
187.542950981294,-0.456043268608661,-38.1723580232768
196.472949772663,-0.414968003673693,-38.321692936417
205.828157178895,-0.347419947267279,-38.1519724743347
215.628819828277,-0.314905255621442,-38.150253047855
225.896148407548,-0.298840606678961,-38.3290140074614
236.652363566259,-0.243935934046171,-38.1369598781745
247.92074400692,-0.216480622101871,-38.178515206293
259.725676864983,-0.201746475908941,-38.1108545034124
272.092710487714,-0.159501813098189,-38.1790190458557
285.048609726167,-0.152436833304903,-38.3256717814717
298.621413859926,-0.138223145903887,-38.2462112744366
312.84049727998,-0.112201102020392,-38.191979880298
327.73663306106,-0.0929100045983192,-38.1411407912029
343.342059561012,-0.0809153790534356,-38.1402252014589
359.690550191364,-0.0685542217163634,-38.1634034500019
376.817486510054,-0.0513254802890225,-38.3174216462119
394.75993479454,-0.0464885249505748,-38.1102915915518
413.556726260981,-0.0331429896972351,-38.1906120377483
433.248541103127,-0.0212964273309701,-38.3161207959875
453.877996532776,-0.0107180013334439,-38.3176866581074
475.489739012349,-0.00569477352047603,-38.3100183489219
498.130540879183,-0.000863703729014465,-38.3100759478106
521.849401570669,0.00778890322683418,-38.3009783399267
546.697653669292,0.0165693117336922,-38.1379492915345
572.729073997099,0.0167912396790359,-38.1723944084302
599.999999999998,0.0217959663620221,-38.3344047640299

